date,smp_max,smp_min,smp_mean,supply,month,day,dayofweek,temp_max,temp_min,temp_mean
2019-10-16,183.64,128.26,166.46,66.3,10,16,2,20.4,14.5,17.599999999999998
2019-10-17,191.62,92.47,163.73,66.72,10,17,3,20.7,15.7,18.6375
2019-10-18,191.92,85.84,162.1,66.04,10,18,4,20.1,18.0,19.1875
2019-10-19,193.91,62.04,146.69,63.52,10,19,5,21.5,16.9,19.704166666666666
2019-10-20,188.88,59.26,161.69,63.34,10,20,6,21.6,15.5,18.39166666666667
2019-10-21,192.63,92.27,158.68,66.09,10,21,0,21.4,16.7,19.3375
2019-10-22,192.62,93.25,162.16,66.56,10,22,1,21.2,17.5,20.04583333333333
2019-10-23,187.32,92.76,150.39,67.47,10,23,2,21.4,19.3,20.250000000000004
2019-10-24,187.6,92.8,154.91,66.48,10,24,3,21.3,18.8,20.075000000000006
2019-10-25,180.79,92.81,160.69,66.85,10,25,4,23.0,16.6,19.683333333333334
2019-10-26,183.74,96.28,140.82,64.51,10,26,5,19.3,15.4,16.579166666666666
2019-10-27,184.84,96.38,148.24,63.31,10,27,6,17.4,13.0,15.912500000000001
2019-10-28,192.42,97.54,157.74,67.14,10,28,0,18.7,11.7,14.795833333333334
2019-10-29,188.74,131.63,165.8,66.97,10,29,1,20.5,14.4,17.404166666666665
2019-10-30,190.44,103.54,145.03,67.02,10,30,2,18.4,12.7,16.1
2019-10-31,182.03,103.54,155.29,67.3,10,31,3,20.0,10.5,15.462499999999999
2019-11-01,181.95,77.18,154.36,67.0,11,1,4,21.5,13.9,17.59583333333333
2019-11-02,180.73,63.77,150.42,63.8,11,2,5,21.4,12.5,17.8
2019-11-03,181.26,58.68,132.54,65.09,11,3,6,19.1,15.1,17.145833333333332
2019-11-04,180.31,77.45,154.57,67.49,11,4,0,19.4,13.7,16.512500000000003
2019-11-05,177.61,91.75,162.17,65.46,11,5,1,19.3,14.9,17.025000000000002
2019-11-06,180.59,158.45,166.34,66.55,11,6,2,18.5,12.1,14.999999999999998
2019-11-07,181.83,162.21,167.18,69.32,11,7,3,18.7,12.9,15.866666666666665
2019-11-08,177.69,91.85,164.59,67.85,11,8,4,15.6,12.8,13.716666666666663
2019-11-09,183.51,92.65,158.2,65.51,11,9,5,16.7,10.6,13.964583333333332
2019-11-10,182.71,89.23,153.95,65.53,11,10,6,18.4,9.0,14.920833333333334
2019-11-11,179.89,90.34,162.04,70.77,11,11,0,18.0,15.5,17.016666666666666
2019-11-12,185.96,90.34,157.91,67.18,11,12,1,17.0,11.7,14.320833333333333
2019-11-13,182.91,89.22,132.13,68.44,11,13,2,18.4,9.6,14.445833333333333
2019-11-14,176.15,90.34,139.1,71.15,11,14,3,14.6,4.9,10.674999999999999
2019-11-15,171.65,151.17,163.85,71.25,11,15,4,16.6,4.5,11.241666666666667
2019-11-16,171.89,157.82,165.92,65.56,11,16,5,20.4,11.2,15.40833333333333
2019-11-17,178.36,139.52,162.87,65.14,11,17,6,23.3,15.3,20.120833333333334
2019-11-18,170.04,156.79,165.05,70.87,11,18,0,21.4,11.2,14.458333333333334
2019-11-19,169.71,84.82,161.75,75.21,11,19,1,11.4,10.0,10.679166666666667
2019-11-20,179.72,84.6,162.0,73.61,11,20,2,10.8,6.3,9.666666666666666
2019-11-21,179.01,84.58,149.04,71.39,11,21,3,16.1,7.4,12.466666666666667
2019-11-22,174.09,81.01,153.25,68.99,11,22,4,18.8,11.6,15.929166666666667
2019-11-23,178.21,88.6,136.62,64.85,11,23,5,20.5,13.1,17.029166666666665
2019-11-24,184.27,89.04,130.44,64.51,11,24,6,19.0,13.9,17.47083333333333
2019-11-25,174.25,75.86,163.62,74.19,11,25,0,13.6,9.3,10.275
2019-11-26,166.94,85.96,160.66,72.18,11,26,1,15.3,9.2,12.9625
2019-11-27,172.87,85.52,150.38,77.38,11,27,2,14.5,9.5,11.395833333333334
2019-11-28,175.26,88.6,137.97,75.42,11,28,3,12.0,8.9,10.5875
2019-11-29,178.38,88.6,142.01,76.27,11,29,4,11.1,6.6,9.583333333333334
2019-11-30,173.38,86.22,137.03,68.88,11,30,5,16.9,5.1,11.433333333333335
2019-12-01,185.79,135.81,169.78,68.66,12,1,6,15.1,11.1,12.304166666666665
2019-12-02,185.55,89.08,145.26,78.18,12,2,0,11.6,8.1,9.925
2019-12-03,194.62,87.79,139.33,78.55,12,3,1,10.2,7.7,9.2
2019-12-04,192.6,88.23,137.73,78.25,12,4,2,12.5,10.1,11.174999999999999
2019-12-05,195.16,88.23,147.1,83.52,12,5,3,11.2,6.5,8.958333333333336
2019-12-06,197.19,127.92,164.24,84.89,12,6,4,5.8,3.3,4.233333333333333
2019-12-07,199.44,88.23,160.68,80.8,12,7,5,9.2,4.5,7.120833333333333
2019-12-08,179.37,88.23,151.54,74.76,12,8,6,10.0,6.4,8.758333333333335
2019-12-09,176.7,88.23,153.32,80.93,12,9,0,14.5,6.0,9.908333333333333
2019-12-10,191.04,88.23,145.43,75.2,12,10,1,17.6,9.0,12.866666666666665
2019-12-11,180.72,88.23,148.62,77.07,12,11,2,17.3,9.6,12.579166666666667
2019-12-12,188.45,88.23,141.82,81.14,12,12,3,9.6,5.8,8.391666666666667
2019-12-13,169.18,88.23,122.79,77.47,12,13,4,11.8,3.3,7.624999999999999
2019-12-14,146.9,88.18,107.72,75.64,12,14,5,12.2,6.2,9.383333333333335
2019-12-15,152.63,87.63,109.63,70.11,12,15,6,16.3,5.3,11.537500000000001
2019-12-16,196.99,88.23,124.52,73.9,12,16,0,17.1,8.6,13.204166666666666
2019-12-17,145.51,85.65,107.8,73.88,12,17,1,17.5,11.2,13.9125
2019-12-18,146.37,85.57,113.87,80.47,12,18,2,10.5,7.5,8.850000000000001
2019-12-19,146.32,85.56,115.52,81.56,12,19,3,8.4,7.0,7.7541666666666655
2019-12-20,197.87,85.44,113.8,80.89,12,20,4,9.8,7.0,8.341666666666667
2019-12-21,153.66,83.73,104.44,77.5,12,21,5,9.9,4.9,7.658333333333335
2019-12-22,138.02,82.35,99.62,76.96,12,22,6,10.7,6.2,9.487499999999999
2019-12-23,144.25,85.57,99.13,81.7,12,23,0,11.7,4.9,8.983333333333333
2019-12-24,420.83,84.57,130.21,81.29,12,24,1,11.1,7.2,8.812499999999998
2019-12-25,146.35,85.78,91.86,73.07,12,25,2,14.1,4.2,10.304166666666665
2019-12-26,148.89,85.61,98.85,82.38,12,26,3,12.4,7.2,10.1375
2019-12-27,204.7,85.47,138.92,84.65,12,27,4,7.0,5.9,6.6208333333333345
2019-12-28,143.94,89.84,131.05,80.27,12,28,5,9.1,4.5,7.1875
2019-12-29,151.05,83.58,121.39,72.94,12,29,6,15.0,4.9,10.629166666666668
2019-12-30,149.26,85.85,111.14,77.65,12,30,0,13.5,7.1,11.858333333333334
2019-12-31,151.84,87.38,121.19,90.01,12,31,1,6.3,2.0,3.0875000000000004
2020-01-01,154.95,84.89,107.36,81.3,1,1,2,6.8,2.4,4.758333333333334
2020-01-02,207.32,88.79,120.82,80.69,1,2,3,9.1,5.1,7.837499999999999
2020-01-03,152.22,88.79,115.41,79.2,1,3,4,10.4,7.0,8.795833333333336
2020-01-04,150.43,79.39,111.94,80.59,1,4,5,11.0,5.1,7.854166666666668
2020-01-05,202.96,88.79,115.54,77.7,1,5,6,10.8,4.6,8.016666666666667
2020-01-06,149.02,88.79,114.33,75.77,1,6,0,18.0,8.9,13.662499999999996
2020-01-07,90.68,84.99,88.47,73.05,1,7,1,20.1,13.8,18.245833333333334
2020-01-08,90.57,82.55,88.71,86.85,1,8,2,13.0,6.9,8.525000000000002
2020-01-09,152.84,85.83,109.34,86.28,1,9,3,7.6,6.9,7.2250000000000005
2020-01-10,204.67,86.89,113.74,81.83,1,10,4,10.1,4.3,7.766666666666665
2020-01-11,150.12,79.37,109.24,81.19,1,11,5,8.6,6.8,8.0375
2020-01-12,131.37,79.63,95.92,83.29,1,12,6,7.7,6.8,7.325
2020-01-13,201.08,88.79,131.02,87.61,1,13,0,7.8,6.3,6.924999999999998
2020-01-14,155.69,86.72,107.74,93.73,1,14,1,6.2,3.3,4.45
2020-01-15,204.29,86.9,114.96,91.51,1,15,2,6.7,4.8,5.745833333333334
2020-01-16,211.86,87.06,123.36,88.81,1,16,3,7.3,4.7,6.1000000000000005
2020-01-17,154.99,86.9,106.64,91.36,1,17,4,8.7,6.1,6.858333333333333
2020-01-18,151.04,81.22,106.0,87.43,1,18,5,7.7,6.3,6.933333333333334
2020-01-19,155.32,84.92,106.77,83.52,1,19,6,9.7,6.2,8.295833333333334
2020-01-20,152.78,86.49,112.4,88.97,1,20,0,9.4,7.2,8.333333333333334
2020-01-21,208.76,87.15,123.61,86.26,1,21,1,9.2,5.2,6.808333333333334
2020-01-22,207.03,87.11,126.0,83.08,1,22,2,13.3,8.2,10.629166666666668
2020-01-23,152.37,86.49,111.6,75.65,1,23,3,13.1,10.6,11.399999999999999
2020-01-24,152.68,72.64,95.86,71.58,1,24,4,12.3,9.6,10.924999999999999
2020-01-25,155.46,85.94,99.77,70.02,1,25,5,13.3,10.3,12.045833333333336
2020-01-26,92.32,72.64,88.38,72.42,1,26,6,12.6,10.8,11.5625
2020-01-27,154.46,78.95,94.07,76.64,1,27,0,11.2,8.5,9.983333333333334
2020-01-28,156.57,84.8,103.05,80.25,1,28,1,10.8,9.2,9.758333333333335
2020-01-29,154.78,86.99,109.21,82.9,1,29,2,9.9,7.4,9.320833333333333
2020-01-30,203.15,84.87,112.85,84.85,1,30,3,8.8,7.4,8.179166666666665
2020-01-31,205.89,84.8,117.22,86.06,1,31,4,7.7,6.1,7.0375000000000005
